type,uuid,fullName,pureName,author,fullTitleCache,RANK,taxon,treeIndex
Taxon,b4cea18a-8048-428d-a708-7b4bbd8915e9,Gymnocalycium berchtii Neuhuber,Gymnocalycium berchtii,Neuhuber,Gymnocalycium berchtii Neuhuber in Gymnocalycium 10(3): 219. 1997,Species,Gymnocalycium berchtii Neuhuber sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6956#
Taxon,4c51ea40-fb36-49eb-bd5d-be7fd4bd62e5,Gymnocalycium bodenbenderianum (Hosseus) A.Berger,Gymnocalycium bodenbenderianum,(Hosseus) A.Berger,"Gymnocalycium bodenbenderianum (Hosseus) A.Berger, Kakteen: 221, 341. 1929",Species,Gymnocalycium bodenbenderianum (Hosseus) A.Berger sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6957#
Taxon,81e8f163-5946-49cb-b79e-4e2adf81ad80,Gymnocalycium bruchii (Speg.) Hosseus,Gymnocalycium bruchii,(Speg.) Hosseus,"Gymnocalycium bruchii (Speg.) Hosseus in Revista Centro Estud. Farm. reimpr. 2(6): 16, 22. 1926",Species,Gymnocalycium bruchii (Speg.) Hosseus sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6958#
Taxon,a14b29b3-e87a-494c-9db6-786f18f1aba8,"Gymnocalycium cabreraense Schädlich, Bercht & Melojer",Gymnocalycium cabreraense,"Schädlich, Bercht & Melojer","Gymnocalycium cabreraense Schädlich, Bercht & Melojer in Schütziana 9(2): 8. 2018",Species,"Gymnocalycium cabreraense Schädlich, Bercht & Melojer sec. Metzing 2021",#t42#33819#33820#33837#33839#1153#28779#
Taxon,20b1f983-1a59-4083-9300-322b3d54479a,Gymnocalycium calochlorum (Boed.) Y.Itô,Gymnocalycium calochlorum,(Boed.) Y.Itô,"Gymnocalycium calochlorum (Boed.) Y.Itô, Cacti, ed. 2: 90. 1952",Species,Gymnocalycium calochlorum (Boed.) Y.Itô sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6959#
Taxon,b1e2f06b-60ac-403b-baba-28ad4a1f6c6f,Gymnocalycium capillense (Schick) Hosseus,Gymnocalycium capillense,(Schick) Hosseus,"Gymnocalycium capillense (Schick) Hosseus in Revista Cent. Estud. Farm. Cordoba 2(6): 16, 22. 1926",Species,Gymnocalycium capillense (Schick) Hosseus sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6960#
Taxon,01f83559-accb-47a2-9b12-2db27bd3aad9,Gymnocalycium carolinense (Neuhuber) Neuhuber,Gymnocalycium carolinense,(Neuhuber) Neuhuber,Gymnocalycium carolinense (Neuhuber) Neuhuber in Gymnocalycium 18: 639. 2005,Species,Gymnocalycium carolinense (Neuhuber) Neuhuber sec. Hunt 2016,#t42#33819#33820#33837#33839#1153#6961#
Taxon,d371f843-6fb7-4d22-88ec-4cbd1dba1aaa,Gymnocalycium castellanosii Backeb.,Gymnocalycium castellanosii,Backeb.,"Gymnocalycium castellanosii Backeb., Kaktus-ABC: 287, 416. 1936 [""1935""]",Species,Gymnocalycium castellanosii Backeb. sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6962#
Taxon,e0d29c0a-80d0-44dc-b94a-21a81e83101b,Gymnocalycium chacoense Amerh.,Gymnocalycium chacoense,Amerh.,"Gymnocalycium chacoense Amerh., Gymnocalycium 12(4): 302. 1999",Species,Gymnocalycium chacoense Amerh. sec. Kiesling & al. 2014,#t42#33819#33820#33837#33839#1153#6966#
Taxon,013a854f-90ff-44f6-9b47-25b13426cd8e,Gymnocalycium chiquitanum Cárdenas,Gymnocalycium chiquitanum,Cárdenas,Gymnocalycium chiquitanum Cárdenas in Cactus (Paris) 78: 95. 1963,Species,Gymnocalycium chiquitanum Cárdenas sec. Kiesling & al. 2014,#t42#33819#33820#33837#33839#1153#6967#
Taxon,86fa26d6-0160-4b4b-bef2-70012b6f345f,Gymnocalycium denudatum (Link & Otto) Pfeiff. ex Mittler,Gymnocalycium denudatum,(Link & Otto) Pfeiff. ex Mittler,"Gymnocalycium denudatum (Link & Otto) Pfeiff. ex Mittler, Taschenb. Cactuslieb. 2: 124. 1844",Species,Gymnocalycium denudatum (Link & Otto) Pfeiff. ex Mittler sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6968#
Taxon,dc9d39f0-1857-47ef-9d5f-f1b7a1001911,Gymnocalycium erinaceum J.G.Lamb.,Gymnocalycium erinaceum,J.G.Lamb.,Gymnocalycium erinaceum J.G.Lamb. in Succulenta (Netherlands) 64(3): 66. 1985,Species,Gymnocalycium erinaceum J.G.Lamb. sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6969#
Taxon,f736dd7e-b45a-41b3-b0d0-e850b4d1e811,Gymnocalycium esperanzae Řepka & Kulhánek,Gymnocalycium esperanzae,Řepka & Kulhánek,Gymnocalycium esperanzae Řepka & Kulhánek in Schütziana 2(3): 4 (3-21; figs.). 2011,Species,Gymnocalycium esperanzae Řepka & Kulhánek sec. Demaio & al. 2011,#t42#33819#33820#33837#33839#1153#6970#
Taxon,b00facf5-beb4-4208-bbeb-601349652da6,Gymnocalycium eurypleurum Plesnik ex F.Ritter,Gymnocalycium eurypleurum,Plesnik ex F.Ritter,"Gymnocalycium eurypleurum Plesnik ex F.Ritter, Kakteen Südamerika 1: 268. 1979",Species,Gymnocalycium eurypleurum Plesnik ex F.Ritter sec. Kiesling & al. 2014,#t42#33819#33820#33837#33839#1153#6971#
Taxon,52165ff0-719f-4209-800c-9d6df9e898d2,"Gymnocalycium fischeri Halda, Kupčák, Lukašik & Sladk.",Gymnocalycium fischeri,"Halda, Kupčák, Lukašik & Sladk.","Gymnocalycium fischeri Halda, Kupčák, Lukašik & Sladk. in Acta Mus. Richnov., Sect. Nat., 9: 60. 2002",Species,"Gymnocalycium fischeri Halda, Kupčák, Lukašik & Sladk. sec. Metzing 2021",#t42#33819#33820#33837#33839#1153#28782#
Taxon,8cf93404-e91a-410e-81af-a05c4eb43684,Gymnocalycium friedrichii (Werderm.) Pazout,Gymnocalycium friedrichii,(Werderm.) Pazout,Gymnocalycium friedrichii (Werderm.) Pazout in Friciana IV 23: 3. 1964,Species,Gymnocalycium friedrichii (Werderm.) Pazout sec. Kiesling & al. 2014,#t42#33819#33820#33837#33839#1153#21800#
Taxon,022af7be-46a0-436d-8c6f-d01c1bd6cfc7,Gymnocalycium gibbosum (Haw.) Pfeiff. ex Mittler,Gymnocalycium gibbosum,(Haw.) Pfeiff. ex Mittler,"Gymnocalycium gibbosum (Haw.) Pfeiff. ex Mittler, Taschenb. Cactuslieb. 2: 124. 1844",Species,Gymnocalycium gibbosum (Haw.) Pfeiff. ex Mittler sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6972#
Taxon,250d7d5b-0ecb-45ec-9272-846052ef51f5,Gymnocalycium glaucum F.Ritter,Gymnocalycium glaucum,F.Ritter,Gymnocalycium glaucum F.Ritter in Sukkulentenkunde 7-8: 37. 1963,Species,Gymnocalycium glaucum F.Ritter sec. Demaio & al. 2011,#t42#33819#33820#33837#33839#1153#6975#
Taxon,6953c9a4-c60b-42c3-b2a1-89e256dcd04f,Gymnocalycium horstii Buining,Gymnocalycium horstii,Buining,Gymnocalycium horstii Buining in Kakteen And. Sukk. 21: 162. 1970,Species,Gymnocalycium horstii Buining sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6978#
Taxon,9bda316e-fd37-4f8c-8862-bd1cb7cd597b,Gymnocalycium hossei (Haage) A.Berger,Gymnocalycium hossei,(Haage) A.Berger,"Gymnocalycium hossei (Haage) A.Berger, Kakteen: 226, 341. 1929",Species,Gymnocalycium hossei (Haage) A.Berger sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6981#
Taxon,a0fdb7b9-f086-4e52-9fd5-e2309669c6de,Gymnocalycium hybopleurum (K.Schum.) Backeb.,Gymnocalycium hybopleurum,(K.Schum.) Backeb.,"Gymnocalycium hybopleurum (K.Schum.) Backeb., Kaktus-ABC: 289. 1936 [""1935""]",Species,Gymnocalycium hybopleurum (K.Schum.) Backeb. sec. Zuloaga & al. 2019,#t42#33819#33820#33837#33839#1153#41143#
Taxon,53e49734-a90f-4928-95e8-d58c1c4ec0b1,Gymnocalycium hyptiacanthum (Lem.) Britton & Rose,Gymnocalycium hyptiacanthum,(Lem.) Britton & Rose,"Gymnocalycium hyptiacanthum (Lem.) Britton & Rose, Cactaceae 3: 156. 1922",Species,Gymnocalycium hyptiacanthum (Lem.) Britton & Rose sec. Charles 2009,#t42#33819#33820#33837#33839#1153#20894#
Taxon,d0bd28b1-10b8-49f0-80dc-da0223aadc8b,Gymnocalycium kieslingii O.Ferrari,Gymnocalycium kieslingii,O.Ferrari,Gymnocalycium kieslingii O.Ferrari in Cact. Succ. J. (Los Angeles) 57: 244. 1985,Species,Gymnocalycium kieslingii O.Ferrari sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6982#
Taxon,e3231682-3035-4c42-816a-9ecd6049c2d8,"Gymnocalycium kroenleinii R.Kiesling, Rausch & O.Ferrari",Gymnocalycium kroenleinii,"R.Kiesling, Rausch & O.Ferrari","Gymnocalycium kroenleinii R.Kiesling, Rausch & O.Ferrari in Kakteen And. Sukk. 51: 316. 2000",Species,"Gymnocalycium kroenleinii R.Kiesling, Rausch & O.Ferrari sec. Charles 2009",#t42#33819#33820#33837#33839#1153#6983#
Taxon,cfa6e1b0-736f-459b-b0c2-526931ec1781,Gymnocalycium kuehhasii Neuhuber & R.Sperling,Gymnocalycium kuehhasii,Neuhuber & R.Sperling,Gymnocalycium kuehhasii Neuhuber & R.Sperling in Gymnocalycium 21: 748. 2008,Species,Gymnocalycium kuehhasii Neuhuber & R.Sperling sec. Zuloaga & al. 2019,#t42#33819#33820#33837#33839#1153#41144#
Taxon,a9bb8ac3-eb5f-4054-90f5-b0d2bdc9f431,Gymnocalycium kulhanekii Papsch,Gymnocalycium kulhanekii,Papsch,Gymnocalycium kulhanekii Papsch in Schütziana 7: 4. 2016,Species,Gymnocalycium kulhanekii Papsch sec. Kew 2019,#t42#33819#33820#33837#33839#1153#27129#
Taxon,fff4b509-d7b6-46ea-9ba5-f03ddb63c917,Gymnocalycium leptanthum (Speg.) Speg.,Gymnocalycium leptanthum,(Speg.) Speg.,Gymnocalycium leptanthum (Speg.) Speg. in Anales Soc. Ci. Argent. 99: 138. 1925,Species,Gymnocalycium leptanthum (Speg.) Speg. sec. Zuloaga & al. 2019,#t42#33819#33820#33837#11499#20895#
Taxon,2b382a67-1ac2-42b1-ae69-b4967720bf5f,"Gymnocalycium marianae Perea, O.Ferrari, Las Peñas & R.Kiesling",Gymnocalycium marianae,"Perea, O.Ferrari, Las Peñas & R.Kiesling","Gymnocalycium marianae Perea, O.Ferrari, Las Peñas & R.Kiesling in Kakteen And. Sukk. 60: 36. 2009",Species,"Gymnocalycium marianae Perea, O.Ferrari, Las Peñas & R.Kiesling sec. Zuloaga & al. 2019",#t42#33819#33820#33837#33839#1153#41145#
Taxon,d6141fc6-d379-414c-af5e-8ec2a2b52aa1,Gymnocalycium marsoneri Frič ex Y.Itô,Gymnocalycium marsoneri,Frič ex Y.Itô,"Gymnocalycium marsoneri Frič ex Y.Itô, Explan. Diagr. Austroechinocactinae: 293. 1957",Species,Gymnocalycium marsoneri Frič ex Y.Itô sec. Kiesling & al. 2014,#t42#33819#33820#33837#33839#1153#6984#
Taxon,18a0f1ea-c0fd-4c02-8862-d879b1d4e813,Gymnocalycium mazanense (Backeb.) Backeb.,Gymnocalycium mazanense,(Backeb.) Backeb.,Gymnocalycium mazanense (Backeb.) Backeb. in Kakteen-Freund 1: 12. 1933,Species,Gymnocalycium mazanense (Backeb.) Backeb. sec. Zuloaga & al. 2019,#t42#33819#33820#33837#33839#1153#41146#
Taxon,2eb4f41a-8cd5-4c82-b81b-fc339a276f47,Gymnocalycium mendozaense C.A.L.Bercht & Schädlich,Gymnocalycium mendozaense,C.A.L.Bercht & Schädlich,Gymnocalycium mendozaense C.A.L.Bercht & Schädlich in Gymnocalycium 28: 1177. 2015,Species,Gymnocalycium mendozaense C.A.L.Bercht & Schädlich sec. Kew 2019,#t42#33819#33820#33837#33839#1153#27131#
Taxon,1d5f2537-9947-40c4-af46-1f8a6a18e42c,Gymnocalycium mesopotamicum R.Kiesling,Gymnocalycium mesopotamicum,R.Kiesling,Gymnocalycium mesopotamicum R.Kiesling in Cact. Succ. J. Gr. Brit. 42(2): 39. 1980,Species,Gymnocalycium mesopotamicum R.Kiesling sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6987#
Taxon,8c5b1f3d-e554-431a-972a-f8b146a2d608,Gymnocalycium mihanovichii (Frič & Gürke) Britton & Rose,Gymnocalycium mihanovichii,(Frič & Gürke) Britton & Rose,"Gymnocalycium mihanovichii (Frič & Gürke) Britton & Rose, Cactaceae 3: 153–154, f. 159. 1922",Species,Gymnocalycium mihanovichii (Frič & Gürke) Britton & Rose sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6988#
Taxon,891d626c-b002-4db5-93dd-f527da56f21e,Gymnocalycium monvillei (Lem.) Pfeiff. ex Britton & Rose,Gymnocalycium monvillei,(Lem.) Pfeiff. ex Britton & Rose,"Gymnocalycium monvillei (Lem.) Pfeiff. ex Britton & Rose, Cactaceae 3: 161, f. 169, 170. 1922",Species,Gymnocalycium monvillei (Lem.) Pfeiff. ex Britton & Rose sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6989#
Taxon,e53f9c27-0a2b-4a56-b8ec-7f36f80a852a,Gymnocalycium mostii (Gürke) Britton & Rose,Gymnocalycium mostii,(Gürke) Britton & Rose,Gymnocalycium mostii (Gürke) Britton & Rose in Addisonia 3: 5. 1918,Species,Gymnocalycium mostii (Gürke) Britton & Rose sec. Zuloaga & al. 2019,#t42#33819#33820#33837#33839#1153#6993#
Taxon,dee82b56-ee32-419f-99ab-e956ce212eb7,Gymnocalycium neuhuberi H.Till & W.Till,Gymnocalycium neuhuberi,H.Till & W.Till,Gymnocalycium neuhuberi H.Till & W.Till in Gymnocalycium 5(1): 59. 1992,Species,Gymnocalycium neuhuberi H.Till & W.Till sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6994#
Taxon,72d08992-b999-4dab-9e79-8e63d7375cf8,Gymnocalycium nigriareolatum Backeb.,Gymnocalycium nigriareolatum,Backeb.,"Gymnocalycium nigriareolatum Backeb. in Blätt. Kakteenf. 1934(5): 8, genus 74, sp. 1. 1934",Species,Gymnocalycium nigriareolatum Backeb. sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6995#
Taxon,2130fa89-26ca-4f6f-b634-7bafae51b07e,Gymnocalycium ochoterenae Backeb.,Gymnocalycium ochoterenae,Backeb.,"Gymnocalycium ochoterenae Backeb., Kaktus-ABC: 293, 417. 1936 [""1935""]",Species,Gymnocalycium ochoterenae Backeb. sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6996#
Taxon,4b9907cc-24e5-4844-89de-f32b71d69c17,Gymnocalycium oenanthemum Backeb.,Gymnocalycium oenanthemum,Backeb.,"Gymnocalycium oenanthemum Backeb. in Blätt. Kakteenf. 1934(9): [2] genus 74, sp. 4. 1934",Species,Gymnocalycium oenanthemum Backeb. sec. Zuloaga & al. 2019,#t42#33819#33820#33837#33839#1153#6997#
Taxon,d31133cb-4c63-4108-a8c0-509a3381e336,Gymnocalycium ottonis Hosseus,Gymnocalycium ottonis,Hosseus,Gymnocalycium ottonis Hosseus in Revista Centro Estud. Farm. reimpr. 2(6): 16. 1926,Species,Gymnocalycium ottonis Hosseus sec. WFO 2019,#t42#33819#33820#33837#11495#24477#
Taxon,64897278-60c1-4954-a6a2-4bcfc05756d6,Gymnocalycium paediophilum F.Ritter ex Schütz,Gymnocalycium paediophilum,F.Ritter ex Schütz,"Gymnocalycium paediophilum F.Ritter ex Schütz in Kaktusy 13(5): 100. 1977 [as ""paediophylum""]",Species,Gymnocalycium paediophilum F.Ritter ex Schütz sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6998#
Taxon,75a47236-b3d1-40f8-b793-2e2743f5a917,Gymnocalycium paraguayense (K.Schum.) Hosseus,Gymnocalycium paraguayense,(K.Schum.) Hosseus,Gymnocalycium paraguayense (K.Schum.) Hosseus in Arch. Esc. Farm. Fac. Sci. Med. Cordoba 9: 106. 1939,Species,Gymnocalycium paraguayense (K.Schum.) Hosseus sec. Charles 2009,#t42#33819#33820#33837#33839#1153#6999#
Taxon,191b7d93-f273-43aa-9566-9ce984c8e4f0,Gymnocalycium parvulum (Speg.) Speg.,Gymnocalycium parvulum,(Speg.) Speg.,Gymnocalycium parvulum (Speg.) Speg. in Anales Soc. Ci. Argent. 99: 141. 1925,Species,Gymnocalycium parvulum (Speg.) Speg. sec. Zuloaga & al. 2019,#t42#33819#33820#33837#11499#20897#
Taxon,13916fc2-a389-474d-8e48-b9ba14cd6b13,Gymnocalycium pflanzii (Vaupel) Werderm.,Gymnocalycium pflanzii,(Vaupel) Werderm.,"Gymnocalycium pflanzii (Vaupel) Werderm., Repert. Spec. Nov. Regni Veg. Beih. C: 24, t. 94. 1935",Species,Gymnocalycium pflanzii (Vaupel) Werderm. sec. Kew 2019,#t42#33819#33820#33837#33839#1153#7000#
Taxon,a29823d4-6482-4db7-86b2-96b6c7cedcb9,Gymnocalycium pugionacanthum Backeb. ex H.Till,Gymnocalycium pugionacanthum,Backeb. ex H.Till,Gymnocalycium pugionacanthum Backeb. ex H.Till in Kakteen And. Sukk. 38: 191. 1987,Species,Gymnocalycium pugionacanthum Backeb. ex H.Till sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7004#
Taxon,82b61843-8fb8-45d6-b390-a9419994fc5f,Gymnocalycium quehlianum (F.Haage ex H.Quehl) Vaupel ex Hosseus,Gymnocalycium quehlianum,(F.Haage ex H.Quehl) Vaupel ex Hosseus,Gymnocalycium quehlianum (F.Haage ex H.Quehl) Vaupel ex Hosseus in Revista Centro Estud. Farm. reimpr. 2(6): 22. 1926,Species,Gymnocalycium quehlianum (F.Haage ex H.Quehl) Vaupel ex Hosseus sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7005#
Taxon,946a3d18-6a58-462e-8e8a-4cc03123cc32,Gymnocalycium ragonesei A.Cast.,Gymnocalycium ragonesei,A.Cast.,"Gymnocalycium ragonesei A.Cast. in Lilloa 23: 5, f. 1. 1950",Species,Gymnocalycium ragonesei A.Cast. sec. Zuloaga & al. 2019,#t42#33819#33820#33837#33839#1153#7006#
Taxon,998453aa-470d-4ca9-b86a-471a4e778998,Gymnocalycium reductum (Link) Pfeiff. ex Mittler,Gymnocalycium reductum,(Link) Pfeiff. ex Mittler,"Gymnocalycium reductum (Link) Pfeiff. ex Mittler, Taschenb. Cactuslieb. 2: 124. 1844",Species,Gymnocalycium reductum (Link) Pfeiff. ex Mittler sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7007#
Taxon,6ae0b918-3ea5-4b5e-b69e-9691790d6a54,Gymnocalycium rhodantherum (Boed.) H.Till,Gymnocalycium rhodantherum,(Boed.) H.Till,Gymnocalycium rhodantherum (Boed.) H.Till in Gymnocalycium 17: 580. 2004,Species,Gymnocalycium rhodantherum (Boed.) H.Till sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7010#
Taxon,091351b9-878f-4181-8175-1488d85dd47e,Gymnocalycium ritterianum Rausch,Gymnocalycium ritterianum,Rausch,Gymnocalycium ritterianum Rausch in Kakteen And. Sukk. 23(7): 180. 1972,Species,Gymnocalycium ritterianum Rausch sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7011#
Taxon,40c963a5-e3f0-4137-ae89-8c7590dff690,"Gymnocalycium robustum R.Kiesling, O.Ferrari & Metzing",Gymnocalycium robustum,"R.Kiesling, O.Ferrari & Metzing","Gymnocalycium robustum R.Kiesling, O.Ferrari & Metzing in Cact. Succ. J. (Los Angeles) 74: 4. 2002",Species,"Gymnocalycium robustum R.Kiesling, O.Ferrari & Metzing sec. Charles 2009",#t42#33819#33820#33837#33839#1153#7012#
Taxon,73560e8a-aecf-4326-90b2-4ed7bf7ecec2,Gymnocalycium saglionis (Cels) Britton & Rose,Gymnocalycium saglionis,(Cels) Britton & Rose,"Gymnocalycium saglionis (Cels) Britton & Rose, Cactaceae 3: 157. 1922 [as ""saglione""]",Species,Gymnocalycium saglionis (Cels) Britton & Rose sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7013#
Taxon,df03d631-ff51-47a5-804d-9890bba5a6d3,Gymnocalycium schickendantzii (F.A.C.Weber) Britton & Rose,Gymnocalycium schickendantzii,(F.A.C.Weber) Britton & Rose,"Gymnocalycium schickendantzii (F.A.C.Weber) Britton & Rose, Cactaceae 3: 164–165. 1922",Species,Gymnocalycium schickendantzii (F.A.C.Weber) Britton & Rose sec. Demaio & al. 2011,#t42#33819#33820#33837#33839#1153#7014#
Taxon,69632e05-ef45-40e9-a6e3-1828bdd989a6,Gymnocalycium schroederianum Osten,Gymnocalycium schroederianum,Osten,"Gymnocalycium schroederianum Osten in Anales Mus. Nac. Montevideo 5: 60, pl. 49–50. 1941",Species,Gymnocalycium schroederianum Osten sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7017#
Taxon,7071db38-95f3-4816-af24-3f2bca125a34,Gymnocalycium spegazzinii Britton & Rose,Gymnocalycium spegazzinii,Britton & Rose,"Gymnocalycium spegazzinii Britton & Rose, Cactaceae 3: 155. 1922",Species,Gymnocalycium spegazzinii Britton & Rose sec. Demaio & al. 2011,#t42#33819#33820#33837#33839#1153#7018#
Taxon,5f5594c1-3bde-4477-815a-4cbfbff0a527,Gymnocalycium striglianum Jeggle ex H.Till,Gymnocalycium striglianum,Jeggle ex H.Till,Gymnocalycium striglianum Jeggle ex H.Till in Kakteen And. Sukk. 38(8): 191. 1987,Species,Gymnocalycium striglianum Jeggle ex H.Till sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7022#
Taxon,5ec7fa58-7f05-4d3e-ae59-9a0c55c6082b,Gymnocalycium taningaense Piltz,Gymnocalycium taningaense,Piltz,Gymnocalycium taningaense Piltz in Kakteen And. Sukk. 41(2): 22–26. 1990,Species,Gymnocalycium taningaense Piltz sec. Charles 2009,#t42#33819#33820#33837#33839#1153#7023#
Taxon,fc6e22d8-d89b-4e98-9491-6779287d2c42,Gymnocalycium tilcarense (Backeb.) H.Till & W.Till,Gymnocalycium tilcarense,(Backeb.) H.Till & W.Till,"Gymnocalycium tilcarense (Backeb.) H.Till & W.Till, Monogr. Gattung Gymnocalycium: 134. 1992",Species,Gymnocalycium tilcarense (Backeb.) H.Till & W.Till sec. Metzing 2021,#t42#33819#33820#33837#28799#28786#
Taxon,04ab8c25-a456-44b8-90fc-389c9e7c62a9,Gymnocalycium uebelmannianum Rausch,Gymnocalycium uebelmannianum,Rausch,Gymnocalycium uebelmannianum Rausch in Succulenta (Netherlands) 51(4): 62. 1972,Species,Gymnocalycium uebelmannianum Rausch sec. Demaio & al. 2011,#t42#33819#33820#33837#33839#1153#7024#
Taxon,aaaaf1ca-546c-46ba-b65e-dc656a6686e8,Gymnocalycium uruguayense (Arechav.) Britton & Rose,Gymnocalycium uruguayense,(Arechav.) Britton & Rose,"Gymnocalycium uruguayense (Arechav.) Britton & Rose, Cactaceae 3: 162. 1922",Species,Gymnocalycium uruguayense (Arechav.) Britton & Rose sec. Zappi & Taylor 2020+,#t42#33819#33820#33837#33839#1153#41089#
Taxon,4e68081c-43bb-40a6-8600-73f1641415e2,Gymnocalycium ×contractum (Hildm.) M.H.J.van der Meer,Gymnocalycium ×contractum,(Hildm.) M.H.J.van der Meer,Gymnocalycium ×contractum (Hildm.) M.H.J.van der Meer in Cact. Phantast. 2019(3)-1: 1. 2019,Species,Gymnocalycium ×contractum (Hildm.) M.H.J.van der Meer sec. van der Meer 2019,#t42#33819#33820#33837#33839#1154#11635#
Taxon,390b5788-0927-4932-8373-54e4647aa696,Gymnocalycium ×heidiae Neuhuber,Gymnocalycium ×heidiae,Neuhuber,Gymnocalycium ×heidiae Neuhuber in Gymnocalycium 12: 279. 1999,Species,Gymnocalycium ×heidiae Neuhuber sec. ???,#t42#33819#33820#33837#33839#1153#21902#
Taxon,f3035408-36b2-45be-9ed6-bf1ba34484e6,Gymnocalycium ×momo V.Gapon & Schelkun.,Gymnocalycium ×momo,V.Gapon & Schelkun.,"Gymnocalycium ×momo V.Gapon & Schelkun. in Kaktus-Klub, n.s. 2(1): 71. 2018",Species,Gymnocalycium ×momo V.Gapon & Schelkun. sec. Kew 2019,#t42#33819#33820#33837#33839#1153#27125#
Taxon,a1197c13-311a-4153-ad16-fd88f9b53d1a,Gymnocalycium ×pazoutianum Halda,Gymnocalycium ×pazoutianum,Halda,"Gymnocalycium ×pazoutianum Halda in Acta Mus. Richnov., Sect. Nat., 5: 164. 1998",Species,Gymnocalycium ×pazoutianum Halda sec. ???,#t42#33819#33820#33837#33839#1153#24478#
Taxon,ef6b63c0-b0ed-4bda-aa69-08a791b4375e,Haageocereus acranthus (Vaupel) Backeb.,Haageocereus acranthus,(Vaupel) Backeb.,"Haageocereus acranthus (Vaupel) Backeb., Kaktus-ABC: 207. 1936 [""1935""]",Species,Haageocereus acranthus (Vaupel) Backeb. sec. Kew 2019,#t42#33819#33820#33837#33839#313#6781#
Taxon,b04c7f55-f227-4425-8b0f-d50e264c283c,Haageocereus albispinus (Akers) Rauh & Backeb.,Haageocereus albispinus,(Akers) Rauh & Backeb.,"Haageocereus albispinus (Akers) Rauh & Backeb. in Sitzungsber. Heidelberger Akad. Wiss., Math.-Naturwiss. Kl.: 414. 1958",Species,Haageocereus albispinus (Akers) Rauh & Backeb. sec. Brako & Zarucchi 1993,#t42#33819#33820#33837#33839#313#23259#
Taxon,435450b8-765b-461c-9675-4f4ee50477ba,Haageocereus auricolor Backeb.,Haageocereus auricolor,Backeb.,Haageocereus auricolor Backeb. in Cact. Succ. J. (Los Angeles) 3: 130. 1932,Species,Haageocereus auricolor Backeb. sec. Korotkova 2021,#t42#33819#33820#33837#11495#24479#
Taxon,c65c1bca-5184-403a-8a30-8dd13fb7c313,Haageocereus australis Backeb.,Haageocereus australis,Backeb.,Haageocereus australis Backeb. in Jahrb. Deutsch. Kakteen-Ges. 1: 104. 1935,Species,Haageocereus australis Backeb. sec. Zuloaga & al. 2019,#t42#33819#33820#33837#33839#313#41148#
Taxon,0345197c-576f-4b67-828c-a2f00f63d0e8,Haageocereus chilensis F.Ritter ex D.R.Hunt,Haageocereus chilensis,F.Ritter ex D.R.Hunt,"Haageocereus chilensis F.Ritter ex D.R.Hunt in Cactaceae Syst. Init. 20: 19, 24-25. 2005",Species,Haageocereus chilensis F.Ritter ex D.R.Hunt sec. Hunt 2006,#t42#33819#33820#33837#33839#313#6785#
Taxon,2400260a-fedd-44c8-bc93-ecafebd67f71,Haageocereus decumbens (Vaupel) Backeb.,Haageocereus decumbens,(Vaupel) Backeb.,Haageocereus decumbens (Vaupel) Backeb. in Blätt. Kakteenf. 1934(6): 2. 1934,Species,Haageocereus decumbens (Vaupel) Backeb. sec. Hunt 2006,#t42#33819#33820#33837#33839#313#6786#
Taxon,6bdf9b5c-6e29-4792-b86d-cbed170beb2d,Haageocereus fascicularis (Meyen) F.Ritter,Haageocereus fascicularis,(Meyen) F.Ritter,"Haageocereus fascicularis (Meyen) F.Ritter, Kakteen Südamerika 3: 1125. 1980",Species,Haageocereus fascicularis (Meyen) F.Ritter sec. Zuloaga & al. 2019,#t42#33819#33820#33837#33839#313#41149#
